Opening Rank,Closing Rank,Academic Program Name,Institute,Seat Type,Quota,Gender
148594,148716,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Female-only (including Supernumerary)
95727,95727,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,EWS,Other State,Gender-Neutral
90703,93910,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Gender-Neutral
179209,179209,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Female-only (including Supernumerary)
285901,285901,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Female-only (including Supernumerary)
412955,413689,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Other State,Gender-Neutral
45599,45599,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
52655,52916,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
51767,51767,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
21192,21192,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
22721,22721,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Gender-Neutral
24796,24796,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
21757,22129,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
23213,23213,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
55591,55591,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
18343,18343,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Gender-Neutral
22843,22843,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Home State,Gender-Neutral
15292,15292,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
28273,28273,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
17374,17374,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
35532,35532,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Female-only (including Supernumerary)
20632,21474,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
61254,61254,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Female-only (including Supernumerary)
24397,26960,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
32425,32425,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
44821,44821,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
31851,32438,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
38924,39438,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
35233,39205,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
65759,65759,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
134567,135932,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Gender-Neutral
70911,70911,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Home State,Gender-Neutral
61774,63211,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
52502,52504,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
71249,71249,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
55324,55324,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
58443,60134,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
101955,101955,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
178223,178223,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Gender-Neutral
81009,81009,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Female-only (including Supernumerary)
86296,86296,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Home State,Gender-Neutral
64335,68691,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
52419,52599,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
90098,90098,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
54428,55373,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
115784,115784,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Female-only (including Supernumerary)
60108,61742,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
97324,99007,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
190703,190729,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Gender-Neutral
2838,2838,"Architecture (5 Years, Bachelor of Architecture)","National Institute of Technology, Kurukshetra",OPEN,Home State,Gender-Neutral
2102,2102,"Architecture (5 Years, Bachelor of Architecture)","National Institute of Technology, Kurukshetra",OPEN,Home State,Female-only (including Supernumerary)
41107,41107,"Architecture (5 Years, Bachelor of Architecture)","National Institute of Technology, Kurukshetra",SC,Home State,Gender-Neutral
4236,4373,"Architecture (5 Years, Bachelor of Architecture)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
763820,763820,"Artificial Intelligence and Data Science for DASA-CIWG (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,DASA-CIWG,Gender-Neutral
11912,11912,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
21208,21208,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Female-only (including Supernumerary)
586946,586946,"Artificial Intelligence and Machine Learning for DASA-CIWG (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,DASA-CIWG,Gender-Neutral
47119,47119,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Gender-Neutral
59070,59972,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Home State,Gender-Neutral
102155,102155,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Home State,Female-only (including Supernumerary)
42633,42633,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
45529,45529,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Other State,Gender-Neutral
47265,48857,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
85012,85012,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Female-only (including Supernumerary)
59385,59385,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","National Institute of Technology, Kurukshetra",OPEN,Home State,Gender-Neutral
76026,76026,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","National Institute of Technology, Kurukshetra",OBC-NCL,Home State,Gender-Neutral
79643,79643,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","National Institute of Technology, Kurukshetra",OPEN,Other State,Female-only (including Supernumerary)
55693,55693,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
9605,9605,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Gender-Neutral
8831,8831,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
38998,38998,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Female-only (including Supernumerary)
39217,39217,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Home State,Female-only (including Supernumerary)
21554,22227,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
23846,23846,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Other State,Gender-Neutral
26141,26141,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
24866,24866,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
17578,17578,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Gender-Neutral
30572,30572,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","National Institute of Technology, Kurukshetra",OPEN,Other State,Female-only (including Supernumerary)
28047,28047,"Industrial Internet of Things (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Gender-Neutral
35215,35215,"Industrial Internet of Things (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Female-only (including Supernumerary)
30363,30363,"Industrial Internet of Things (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Home State,Gender-Neutral
39551,39551,"Industrial Internet of Things (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Home State,Gender-Neutral
25286,25286,"Industrial Internet of Things (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Other State,Gender-Neutral
27647,30182,"Industrial Internet of Things (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
12778,12778,"Mathematics and Computing (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
32400,32400,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Gender-Neutral
40521,40521,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Home State,Gender-Neutral
64424,64424,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Home State,Female-only (including Supernumerary)
41972,42895,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Home State,Gender-Neutral
30036,30650,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
47237,47237,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Female-only (including Supernumerary)
34063,35922,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Other State,Gender-Neutral
34858,35593,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
43540,43540,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
38515,38515,"Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Home State,Gender-Neutral
19423,19912,"Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
20988,20988,"Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Other State,Gender-Neutral
24576,24576,"Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
43809,43809,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Gender-Neutral
53031,53031,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Home State,Gender-Neutral
88170,88170,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Other State,Female-only (including Supernumerary)
51841,52237,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
36525,36525,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Home State,Gender-Neutral
18664,18664,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Gender-Neutral
85764,85764,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Home State,Female-only (including Supernumerary)
112779,115429,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Home State,Female-only (including Supernumerary)
69456,69456,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OPEN,Other State,Female-only (including Supernumerary)
85113,85113,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",EWS,Other State,Female-only (including Supernumerary)
54727,54727,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Gender-Neutral
78060,78060,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)","National Institute of Technology, Kurukshetra",OBC-NCL,Other State,Female-only (including Supernumerary)
111888,115397,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,All India,Gender-Neutral
95520,110888,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Gender-Neutral
174160,190031,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Female-only (including Supernumerary)
116953,120787,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,Other State,Gender-Neutral
111126,114162,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Gender-Neutral
205447,205447,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Female-only (including Supernumerary)
227826,227826,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",SC,Other State,Gender-Neutral
50767,50767,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,All India,Gender-Neutral
93716,93716,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,All India,Female-only (including Supernumerary)
44634,45298,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Gender-Neutral
56677,56677,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,Other State,Gender-Neutral
101625,101625,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,Other State,Female-only (including Supernumerary)
59400,59578,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Gender-Neutral
88783,89152,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Female-only (including Supernumerary)
218971,218971,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",SC,Other State,Female-only (including Supernumerary)
87550,90473,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,All India,Gender-Neutral
87822,91141,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,All India,Gender-Neutral
77666,84304,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Gender-Neutral
122495,142643,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Female-only (including Supernumerary)
92137,94433,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,Other State,Gender-Neutral
92575,98266,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Gender-Neutral
146944,146944,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Female-only (including Supernumerary)
372855,372855,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",ST,Other State,Gender-Neutral
71216,71451,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,All India,Gender-Neutral
69027,71192,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,All India,Gender-Neutral
63661,65416,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Gender-Neutral
97738,97738,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Female-only (including Supernumerary)
75078,75544,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,Other State,Gender-Neutral
72459,77380,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Gender-Neutral
99076,99076,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Female-only (including Supernumerary)
95930,95930,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,All India,Gender-Neutral
99296,104404,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,All India,Gender-Neutral
90086,93650,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Gender-Neutral
167680,172745,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OPEN,Other State,Female-only (including Supernumerary)
96755,106139,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",EWS,Other State,Gender-Neutral
104539,105781,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Gender-Neutral
184823,184823,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",OBC-NCL,Other State,Female-only (including Supernumerary)
292064,292064,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",SC,Other State,Female-only (including Supernumerary)
405542,405542,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Manipur",ST,Other State,Gender-Neutral
104512,104512,"Chemical Science and Technology (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,All India,Gender-Neutral
144044,144044,"Chemical Science and Technology (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,All India,Female-only (including Supernumerary)
114860,114860,"Chemical Science and Technology (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,All India,Gender-Neutral
249658,249658,"Chemical Science and Technology (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,All India,Gender-Neutral
104725,105393,"Chemical Science and Technology (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,Other State,Gender-Neutral
187149,187149,"Chemical Science and Technology (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,Other State,Female-only (including Supernumerary)
128336,128336,"Chemical Science and Technology (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,Other State,Gender-Neutral
243179,243179,"Chemical Science and Technology (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,Other State,Female-only (including Supernumerary)
171560,171560,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,All India,Female-only (including Supernumerary)
118480,118480,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,All India,Gender-Neutral
109752,113897,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,All India,Gender-Neutral
251506,251506,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,All India,Female-only (including Supernumerary)
227694,242536,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,All India,Gender-Neutral
297838,297838,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,All India,Female-only (including Supernumerary)
99152,108842,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,Other State,Gender-Neutral
201596,201596,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,Other State,Female-only (including Supernumerary)
121644,121644,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,Other State,Gender-Neutral
205239,205239,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,Other State,Female-only (including Supernumerary)
116059,118197,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,Other State,Gender-Neutral
262076,262076,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,Other State,Female-only (including Supernumerary)
248859,249964,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,Other State,Gender-Neutral
62136,62136,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,All India,Gender-Neutral
99763,99763,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,Other State,Female-only (including Supernumerary)
64177,64270,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,Other State,Gender-Neutral
176183,176183,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,Other State,Gender-Neutral
212812,212812,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,Other State,Female-only (including Supernumerary)
77540,77852,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,All India,Gender-Neutral
156239,160696,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,All India,Female-only (including Supernumerary)
87512,87512,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,All India,Gender-Neutral
85765,88269,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,All India,Gender-Neutral
178304,178304,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,All India,Female-only (including Supernumerary)
212967,226279,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,All India,Gender-Neutral
79614,84971,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,Other State,Gender-Neutral
164975,164975,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,Other State,Female-only (including Supernumerary)
88819,89856,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,Other State,Gender-Neutral
90218,93343,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,Other State,Gender-Neutral
184592,184592,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,Other State,Female-only (including Supernumerary)
226282,227494,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,Other State,Gender-Neutral
607019,607019,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",ST,Other State,Female-only (including Supernumerary)
78618,78618,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,All India,Gender-Neutral
129752,129752,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,All India,Female-only (including Supernumerary)
75559,81595,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,All India,Gender-Neutral
121364,121364,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OBC-NCL,All India,Female-only (including Supernumerary)
191980,191980,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",SC,All India,Gender-Neutral
344607,344607,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",ST,All India,Gender-Neutral
69867,74136,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,Other State,Gender-Neutral
117982,117982,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",OPEN,Other State,Female-only (including Supernumerary)
81721,81721,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Mizoram",EWS,Other State,Gender-Neutral
